question_id,title,proposed_target_version,confiance,raisonnement,error
333,Which of the following fields is used by Odoo when detecting duplicate leads (not similar leads)?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4ZXWZturaKj7t2SCnu'}"
334,Which of the following is NOT true about the relationship between an opportunity and a customer?,both,moyenne,"La question porte sur le comportement général de la relation opportunité/client dans Odoo CRM, un concept fondamental qui n'a pas changé entre v18 et v19. La bonne réponse (B) est fausse car on peut toujours créer un nouveau client depuis le formulaire d'opportunité, même après qu'elle soit gagnée — ce comportement est stable. Aucune documentation v19 ne signale de changement sur ce point.",
335,Can you manually link an existing sales order to an existing opportunity?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4afGfhnHGdczkMbKGT'}"
336,Duplicating an opportunity will…,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4arqSguHJob5UJjwko'}"
337,The probability of winning an opportunity is computed based on:,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB5hvJ7k438vpS6J9AhN'}"
338,Reporting is accessible:,both,moyenne,"La question porte sur l'accessibilité du reporting CRM pour tous les utilisateurs CRM. Les documents ne montrent pas de changement entre v18 et v19 sur ce point. La doc v19 sur le Forecast report mentionne que les utilisateurs peuvent accéder aux rapports, sans restriction particulière aux admins ou managers, ce qui correspond à la réponse 'For all CRM users'. Ce comportement semble identique dans les deux versions.",
340,Where can individual sales teams' pipelines be accessed?,both,moyenne,"Both v18 and v19 documentation show sales teams are managed under 'CRM app ‣ Configuration ‣ Sales Teams', not under 'Sales > Teams > Pipeline'. The correct answer references 'Sales > Teams > Pipeline' which isn't explicitly described in either doc version, making this a CRM navigation question that appears consistent across both versions. The menu structure for accessing individual team pipelines hasn't changed between versions.",
342,What does the below configuration for a storable product imply? (Routes = Buy + Replenish on Order (MTO)),,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB5mgCQEJc714in2jyfu'}"
343,What does it mean if the forecasted quantity of a “Goods”-type product is higher than the quantity on hand?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB5o2quLiXtoPYehsRMg'}"
346,How could you prevent a specific product from being used in quotations?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB5q8Jd4G71fQ3TYD7D5'}"
347,When a customer finalizes a purchase in the online store:,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB5qhEGqUpgS73v9ufqL'}"
349,How do I reopen a canceled subscription?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB5rjkcTdX6uEQTipP1L'}"
350,How do I configure a quarterly subscription product?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB5svNcGSHEnvssmZ4jb'}"
351,What does it imply when a product is classified as the Combo type in the system?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB5u7fYDxtB64w1aHg7t'}"
